customer_id,age,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy,tariff_plan_Fiber + TV,tariff_plan_Fiber + TV + Mobile (Basic),tariff_plan_Fiber + TV + Mobile (Premium),tariff_plan_Fiber + TV + Mobile (Unlimited),tariff_plan_Fiber Only (Basic),tariff_plan_Fiber Only (Premium),tariff_plan_Mobile + Fiber (Standard),tariff_plan_Mobile - Basic,tariff_plan_Mobile - Standard,tariff_plan_Mobile - Unlimited,contract_type_Annual,contract_type_Monthly,customer_type_Couple,customer_type_Family,customer_type_Single,income_level_High,income_level_Low,income_level_Medium,contract_satisfaction_High,contract_satisfaction_Low,contract_satisfaction_Medium
7d0b2c34-7d89-4057-ab5c-e50d05459e1f,59,57.8,10,215,3,Low,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
ad296acd-ae8b-41c2-a878-f931c30c9d73,54,28.53,3,242,2,High,High Price,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
b56b4f73-8512-418e-9f12-0bcab726d47f,54,23.42,1,123,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
d31d8364-14b1-41b4-b173-80cd42eed663,74,26.06,1,184,0,Medium,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0605ea4f-759f-48f4-ad4f-bb977da62359,62,43.79,6,286,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1a0c7685-45a1-42c6-897b-bce7ac1c860c,29,34.97,2,69,0,High,Low Data Allowance,Upgrade to Better Plan,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
f1139b01-96af-48ba-8ac8-a6bf8688edf6,67,54.92,8,162,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
459970c6-f872-43bc-a561-c793a61bcd0e,43,99.81,3,243,6,High,Low Data Allowance,Extra Data Package,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
88455bfb-072d-4513-b086-e657b3132831,29,20.27,10,30,0,Medium,,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
34382fd2-c2f8-40a6-8a04-c349f2e47230,45,17.28,5,187,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
9ed16e13-5a72-4ed0-b12d-626857bc7742,27,42.33,8,76,4,Low,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
aec6e99c-3bf6-49e5-9483-711e60892c1a,77,52.82,9,267,2,Medium,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
8783905b-ee46-45f7-92b5-34beec9ebdca,37,45.87,4,259,4,Low,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
59736c1a-48b6-430a-882b-e7a8899b8f4a,33,52.31,7,286,2,Medium,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
e90ba4fb-750a-43ec-9255-8542a70a33d6,28,59.32,6,125,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
a6c477fd-97a2-495e-954b-d990639b6c33,47,11.72,1,126,1,High,Low Data Allowance,Upgrade to Better Plan,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
8f25bbe3-79ac-4e07-8215-5856dd826780,30,25.9,3,143,2,High,No Longer Needed,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
6bce3646-f569-4ed7-a8fb-21e9a53dbfaa,51,25.53,5,90,2,High,Better Offers Elsewhere,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
f1306432-17ad-4924-b3da-c3c7fe86d8d2,50,27.45,7,142,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1f1e4c4e-8e63-4e35-a9f2-0fab6c6cd204,68,21.61,7,200,2,High,Poor Service,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
8d922c38-1630-4c0a-b223-2127a554a98c,49,16.47,5,229,1,High,Low Data Allowance,Extra Data Package,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
ca32645f-4b9d-48f6-ad92-76300db9325c,58,43.06,6,223,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
48b4164f-39e1-421e-90c8-db6b9f033005,25,51.97,10,197,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
e98bb94b-ccb1-43df-990e-49827c9317fb,39,21.65,6,234,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
3b844116-9bf7-4830-9e71-694054c2ed9c,63,51.05,1,280,3,Medium,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
8f14fb5a-29c5-4dbf-b1be-a32253f5c424,73,46.72,4,182,0,High,Moving to Another Provider,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
fd119690-ab7f-4897-ab13-19bc619bcf2a,31,34.21,8,241,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
f04b2091-598e-43c9-bac0-89e1428ba436,76,13.46,3,61,1,Medium,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1d33caea-820f-412e-9a92-de68fe01dfab,26,98.0,4,211,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
4d69d819-2713-4e18-947b-315e395e801f,23,48.49,10,221,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
b1fa83c2-5f01-41cf-99ff-9d77ab78fa7c,38,16.56,10,125,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
6c90a8a6-9d53-41bc-b66c-120bc411c7bd,46,55.72,5,212,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
e1f2eb1e-89dd-4335-b73a-5d93c50ebd69,55,27.5,6,231,2,Low,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
3cd4e1ea-c8b7-4d5c-83c9-152f341fa585,20,54.81,4,151,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
a6785dce-419a-416b-8366-0ade81240d33,18,58.75,2,278,2,Medium,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
9e04a347-af4f-45e2-803a-b3db1627be53,22,48.04,9,183,4,Low,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
513f95c1-bf85-4a1e-99ad-5344388c273e,72,55.42,1,75,3,High,Poor Service,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
5629a0e7-f010-4cde-9968-73d04ec677ed,35,98.54,3,247,6,High,Better Offers Elsewhere,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4e665d05-28a3-42e3-bf90-4b8686b957aa,76,21.81,8,208,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
8054c98c-a232-494f-8480-0936ad3d75d8,76,42.34,6,20,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
93260fc0-d695-48fc-9ad6-a62bf119366f,37,40.66,8,136,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
fc46c0f6-027b-4005-84f1-c71b4c4e8211,33,37.9,7,156,0,Low,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
12a34155-bef6-401a-b14a-96cc2f1b6740,25,29.5,8,196,2,Low,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
63778407-7779-4ca8-a98c-d447274fbf6c,71,55.15,4,205,3,Medium,,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
cd405930-cb4d-421d-81ad-dee34d69faad,38,99.24,8,61,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
a0b9d16a-2be3-4925-8c9e-d67832166d9f,70,41.66,9,243,0,Medium,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
07519ce6-46f7-442e-a51f-564eec44213a,78,96.1,4,215,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
691dc54a-305a-4a69-a74a-0dbc4ab6743c,32,55.8,3,139,2,Medium,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23b4098d-42a2-4802-add4-e9a8381f2dc1,47,26.25,1,156,0,High,Low Data Allowance,Upgrade to Better Plan,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
db540e45-437d-4bb9-831e-2c75384c60bc,53,58.31,9,164,3,Medium,,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
f1db5fbd-5198-46fe-ac1b-9119fa47af98,74,38.96,6,287,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0644b08c-efac-4df4-99c0-2232ea2a58d9,29,28.4,1,182,2,Low,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
62fe21fb-6080-419e-a71a-7e5b23e3f09c,45,91.38,7,75,6,Medium,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
4c9a7bcb-7647-432f-883b-922c8f7d1fea,60,26.01,1,90,0,Medium,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
c50f00ee-e993-4b1b-a360-9cf9e121de10,50,32.61,6,90,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
fa69fad3-77ea-46bc-b379-d3f11d695395,78,48.64,2,68,4,Medium,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
36c68e70-abd8-400b-9daa-be482604b73b,69,73.7,1,288,4,Low,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
fca183ce-0e74-49e2-818f-0ae87d0664ea,48,11.26,2,287,1,High,Better Offers Elsewhere,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
f74c91d3-e49e-4f04-84ef-741e4e81762e,24,23.18,1,179,0,High,No Longer Needed,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
0aac50cc-7202-4533-98ba-b355b3943c2f,74,23.55,6,115,2,High,Low Data Allowance,Upgrade to Better Plan,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
e27d0f92-5f4c-4be5-a019-3d8738fcda63,39,94.35,5,202,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
517516df-deb3-444e-8f20-df1683ed18b3,42,90.77,7,70,6,Low,,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
54dc369e-0ac7-40ce-b528-561e8476bc24,22,26.64,2,92,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
eb0ddd79-b68e-4b50-9363-8b781db69c38,76,73.78,10,155,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1daf636a-2ec0-49c9-bb86-8e07e4550c00,36,25.13,1,74,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
4526b4d8-e024-4bbd-a3a8-01b4579185d3,74,15.37,8,60,1,High,Poor Service,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
45670a95-acb7-4950-8977-7857ae7af551,36,33.46,9,221,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
14cd8c0d-1c72-43a8-a9d4-cf2960649d05,57,48.36,6,132,4,Low,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
f63468cd-51d1-4f67-a114-9ccea30c4986,66,40.49,6,173,4,Low,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
335b3830-fa5a-4f0e-b432-afba9db526e3,33,37.2,8,200,0,Low,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
e656a932-f8df-4b39-9354-1fb65705b85e,53,48.69,6,190,4,Low,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
0ea1389a-9a47-4629-a894-4ca1a686aa87,37,77.93,10,43,4,Medium,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
29a4f068-d2bc-4786-b8a8-ff9160215978,66,18.36,8,82,1,Medium,,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
6e79b4f6-f3a1-41df-93f9-f36ddf3d8a67,51,74.66,1,107,4,Medium,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
3b2faac3-b29b-4a24-b616-e374c5ac7996,53,54.49,9,188,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
2d5f8c43-67d7-4412-a325-4f9c6f96175f,77,44.0,5,64,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
9d5ef28a-2de0-48f5-be4d-0f9636abb1d1,47,91.08,10,221,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
051e2742-6bd5-4bcf-b6b4-ccc638732283,45,53.32,6,251,3,Low,,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
8a0ef886-7165-4e58-9d5b-2f297f25b3c4,31,22.27,1,76,2,Low,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
5cd5eb3a-6dd0-4dec-b79d-aa82b460dfe0,24,29.8,6,147,0,Low,,,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
8d5bb221-ee67-45f1-b2c6-56d85c1fc9b0,65,50.76,10,110,2,Low,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
5db263e9-3dd7-4624-85fe-b659263b49f4,20,58.01,6,170,2,Low,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
c1f7903b-98f7-48ae-9815-c1df03d26d81,27,28.06,4,274,2,High,No Longer Needed,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
e3e79268-4a81-4f46-83a3-c972e89b510b,46,49.78,10,45,0,Medium,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
d861fefa-fcf8-4d08-8df1-78e8fa0f8279,31,18.23,8,154,1,Low,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
c17b3428-0df3-43c5-992e-3c0356125db9,71,25.65,5,134,0,Medium,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
99d05c7c-107d-4e57-bfd7-f6f6392cf144,75,47.57,10,114,0,Low,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
434f0c64-e9da-4349-92a0-8638ea325160,30,20.57,9,128,0,Low,,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4034bbac-d2e2-44fd-83a3-55b3f1ece06c,51,17.98,9,210,1,Low,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
00eba5fe-5ba7-4aba-90d4-ba609a03d23d,29,12.9,3,47,1,High,High Price,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
cf52a539-9dc3-4535-b670-dc8cb89bb67a,55,28.94,3,178,2,Medium,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3984ccd8-1652-4bd2-b5a5-c15b1cd05904,55,76.3,4,157,4,Low,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1d7485c4-fd9b-49b7-b0af-c25684946ee7,40,48.3,4,160,4,Medium,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
80cdc636-560c-43e7-8207-66937d3aa983,56,32.68,2,168,0,High,Better Offers Elsewhere,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
8207feab-6742-4e00-9338-77f687f073ae,58,90.67,8,57,6,Low,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
